filename,basename,gpt_time,gpt_mems,gpt_path,gpt_error,dfs_time,dfs_max_mems,dfs_min_mems,dfs_best_path,dfs_error,dp_time,dp_mems,dp_path,dp_error,success_gpt,success_dfs,success_dp,gpt_eq_dp_mems,gpt_eq_dfs_mems,dp_eq_dfs_mems,gpt_dp_mems_diff,gpt_dfs_mems_diff,dp_dfs_mems_diff,eppath_feasible,eppath_feasible_reason,eppath_feasible_source,gpt_path_feasible_by_eppath,is_true,worst_mems_dp,worst_path_dp,worst_mems_dfs,worst_path_dfs
/home/zhangliwei/eppather/testcase/output_complete2/address-of-a-variable-7.c,address-of-a-variable-7.c,140.6746,0,"[TEST INPUT PATH EXPR]:
main():;
@(y > 0);
x = 168496691;
y = x;
y = y - 1;
return 0;",,0.0961063,0,0,"[TEST INPUT PATH EXPR]:
int x;
int y;
x = 168496691;y = x;@(y > 0);
y = y - 1;return 0;",,0.301527,0,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,0,,0,"[TEST INPUT PATH EXPR]:
int x;
int y;
x = 168496691;y = x;@(y > 0);
y = y - 1;return 0;"
/home/zhangliwei/eppather/testcase/output_complete2/aliquot-sequence-classifications-1.c,aliquot-sequence-classifications-1.c,131.9629,-1,[NO FEASIBLE PATH],,error,error,error,,retcode_-11,0.785803,-1,,,True,False,True,True,False,False,0,,,true,explicit_no_feasible_path_marker,local_parser,True,False,-1,,,
/home/zhangliwei/eppather/testcase/output_complete2/aliquot-sequence-classifications-2.c,aliquot-sequence-classifications-2.c,1742.7728,692,"[TEST INPUT PATH EXPR]:
arr[0] = n;
i = 1;
@(i < 16);
prod1[0] = 1;
temp1[0] = n;
count1[0] = 0;
@(n % 2 == 0);
count1[0] = count1[0] + 1;
n = n / 2;
@(n % 2 == 0);
count1[0] = count1[0] + 1;
n = n / 2;
@(!(n % 2 == 0));
@(count1[0] != 0);
prod1[0] = prod1[0] * (raiseTo(2, count1[0] + 1) - 1);
res1a[0] = 1;
i1a = 0;
@(i1a < 3);
res1a[0] = res1a[0] * 2;
i1a = i1a + 1;
@(i1a < 3);
res1a[0] = res1a[0] * 2;
i1a = i1a + 1;
@(i1a < 3);
res1a[0] = res1a[0] * 2;
i1a = i1a + 1;
@(!(i1a < 3));
return res1a[0];
i1b = 3;
@(i1b * i1b <= n);
count1[0] = 0;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(!(n % i1b == 0));
@(count1[0] > 1);
prod1[0] = prod1[0] * ((raiseTo(i1b, count1[0] + 1) - 1) / (i1b - 1));
res1b[0] = 1;
i1c = 0;
@(i1c < 3);
res1b[0] = res1b[0] * i1b;
i1c = i1c + 1;
@(i1c < 3);
res1b[0] = res1b[0] * i1b;
i1c = i1c + 1;
@(i1c < 3);
res1b[0] = res1b[0] * i1b;
i1c = i1c + 1;
@(!(i1c < 3));
return res1b[0];
i1b = i1b + 2;
@(i1b * i1b <= n);
count1[0] = 0;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(!(n % i1b == 0));
@(count1[0] > 1);
prod1[0] = prod1[0] * ((raiseTo(i1b, count1[0] + 1) - 1) / (i1b - 1));
res1c[0] = 1;
i1d = 0;
@(i1d < 3);
res1c[0] = res1c[0] * i1b;
i1d = i1d + 1;
@(i1d < 3);
res1c[0] = res1c[0] * i1b;
i1d = i1d + 1;
@(i1d < 3);
res1c[0] = res1c[0] * i1b;
i1d = i1d + 1;
@(!(i1d < 3));
return res1c[0];
i1b = i1b + 2;
@(i1b * i1b <= n);
count1[0] = 0;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(n % i1b == 0);
count1[0] = count1[0] + 1;
n = n / i1b;
@(!(n % i1b == 0));
@(count1[0] > 1);
prod1[0] = prod1[0] * ((raiseTo(i1b, count1[0] + 1) - 1) / (i1b - 1));
res1d[0] = 1;
i1e = 0;
@(i1e < 3);
res1d[0] = res1d[0] * i1b;
i1e = i1e + 1;
@(i1e < 3);
res1d[0] = res1d[0] * i1b;
i1e = i1e + 1;
@(i1e < 3);
res1d[0] = res1d[0] * i1b;
i1e = i1e + 1;
@(!(i1e < 3));
return res1d[0];
i1b = i1b + 2;
@(!(i1b * i1b <= n));
@(n > 2);
prod1[0] = prod1[0] * (n + 1);
arr[1] = prod1[0] - temp1[0];
@(!(arr[1] == 0 || arr[1] == n || (arr[1] == arr[0] && arr[1] != n)));
j = 1;
@(!(j < 1));
i = i + 1;
@(i < 16);
prod2[0] = 1;
temp2[0] = n;
count2[0] = 0;
@(n % 2 == 0);
count2[0] = count2[0] + 1;
n = n / 2;
@(n % 2 == 0);
count2[0] = count2[0] + 1;
n = n / 2;
@(!(n % 2 == 0));
@(count2[0] != 0);
prod2[0] = prod2[0] * (raiseTo(2, count2[0] + 1) - 1);
res2a[0] = 1;
i2a = 0;
@(i2a < 3);
res2a[0] = res2a[0] * 2;
i2a = i2a + 1;
@(i2a < 3);
res2a[0] = res2a[0] * 2;
i2a = i2a + 1;
@(i2a < 3);
res2a[0] = res2a[0] * 2;
i2a = i2a + 1;
@(!(i2a < 3));
return res2a[0];
i2b = 3;
@(i2b * i2b <= n);
count2[0] = 0;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(!(n % i2b == 0));
@(count2[0] > 1);
prod2[0] = prod2[0] * ((raiseTo(i2b, count2[0] + 1) - 1) / (i2b - 1));
res2b[0] = 1;
i2c = 0;
@(i2c < 3);
res2b[0] = res2b[0] * i2b;
i2c = i2c + 1;
@(i2c < 3);
res2b[0] = res2b[0] * i2b;
i2c = i2c + 1;
@(i2c < 3);
res2b[0] = res2b[0] * i2b;
i2c = i2c + 1;
@(!(i2c < 3));
return res2b[0];
i2b = i2b + 2;
@(i2b * i2b <= n);
count2[0] = 0;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(!(n % i2b == 0));
@(count2[0] > 1);
prod2[0] = prod2[0] * ((raiseTo(i2b, count2[0] + 1) - 1) / (i2b - 1));
res2c[0] = 1;
i2d = 0;
@(i2d < 3);
res2c[0] = res2c[0] * i2b;
i2d = i2d + 1;
@(i2d < 3);
res2c[0] = res2c[0] * i2b;
i2d = i2d + 1;
@(i2d < 3);
res2c[0] = res2c[0] * i2b;
i2d = i2d + 1;
@(!(i2d < 3));
return res2c[0];
i2b = i2b + 2;
@(i2b * i2b <= n);
count2[0] = 0;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(n % i2b == 0);
count2[0] = count2[0] + 1;
n = n / i2b;
@(!(n % i2b == 0));
@(count2[0] > 1);
prod2[0] = prod2[0] * ((raiseTo(i2b, count2[0] + 1) - 1) / (i2b - 1));
res2d[0] = 1;
i2e = 0;
@(i2e < 3);
res2d[0] = res2d[0] * i2b;
i2e = i2e + 1;
@(i2e < 3);
res2d[0] = res2d[0] * i2b;
i2e = i2e + 1;
@(i2e < 3);
res2d[0] = res2d[0] * i2b;
i2e = i2e + 1;
@(!(i2e < 3));
return res2d[0];
i2b = i2b + 2;
@(!(i2b * i2b <= n));
@(n > 2);
prod2[0] = prod2[0] * (n + 1);
arr[2] = prod2[0] - temp2[0];
@(!(arr[2] == 0 || arr[2] == n || (arr[2] == arr[1] && arr[2] != n)));
j = 1;
@(j < 2);
@(!(arr[1] == arr[2]));
j = j + 1;
@(!(j < 2));
i = i + 1;
@(i < 16);
prod3[0] = 1;
temp3[0] = n;
count3[0] = 0;
@(n % 2 == 0);
count3[0] = count3[0] + 1;
n = n / 2;
@(n % 2 == 0);
count3[0] = count3[0] + 1;
n = n / 2;
@(!(n % 2 == 0));
@(count3[0] != 0);
prod3[0] = prod3[0] * (raiseTo(2, count3[0] + 1) - 1);
res3a[0] = 1;
i3a = 0;
@(i3a < 3);
res3a[0] = res3a[0] * 2;
i3a = i3a + 1;
@(i3a < 3);
res3a[0] = res3a[0] * 2;
i3a = i3a + 1;
@(i3a < 3);
res3a[0] = res3a[0] * 2;
i3a = i3a + 1;
@(!(i3a < 3));
return res3a[0];
i3b = 3;
@(i3b * i3b <= n);
count3[0] = 0;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(!(n % i3b == 0));
@(count3[0] > 1);
prod3[0] = prod3[0] * ((raiseTo(i3b, count3[0] + 1) - 1) / (i3b - 1));
res3b[0] = 1;
i3c = 0;
@(i3c < 3);
res3b[0] = res3b[0] * i3b;
i3c = i3c + 1;
@(i3c < 3);
res3b[0] = res3b[0] * i3b;
i3c = i3c + 1;
@(i3c < 3);
res3b[0] = res3b[0] * i3b;
i3c = i3c + 1;
@(!(i3c < 3));
return res3b[0];
i3b = i3b + 2;
@(i3b * i3b <= n);
count3[0] = 0;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(!(n % i3b == 0));
@(count3[0] > 1);
prod3[0] = prod3[0] * ((raiseTo(i3b, count3[0] + 1) - 1) / (i3b - 1));
res3c[0] = 1;
i3d = 0;
@(i3d < 3);
res3c[0] = res3c[0] * i3b;
i3d = i3d + 1;
@(i3d < 3);
res3c[0] = res3c[0] * i3b;
i3d = i3d + 1;
@(i3d < 3);
res3c[0] = res3c[0] * i3b;
i3d = i3d + 1;
@(!(i3d < 3));
return res3c[0];
i3b = i3b + 2;
@(i3b * i3b <= n);
count3[0] = 0;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(n % i3b == 0);
count3[0] = count3[0] + 1;
n = n / i3b;
@(!(n % i3b == 0));
@(count3[0] > 1);
prod3[0] = prod3[0] * ((raiseTo(i3b, count3[0] + 1) - 1) / (i3b - 1));
res3d[0] = 1;
i3e = 0;
@(i3e < 3);
res3d[0] = res3d[0] * i3b;
i3e = i3e + 1;
@(i3e < 3);
res3d[0] = res3d[0] * i3b;
i3e = i3e + 1;
@(i3e < 3);
res3d[0] = res3d[0] * i3b;
i3e = i3e + 1;
@(!(i3e < 3));
return res3d[0];
i3b = i3b + 2;
@(!(i3b * i3b <= n));
@(n > 2);
prod3[0] = prod3[0] * (n + 1);
arr[3] = prod3[0] - temp3[0];
@(!(arr[3] == 0 || arr[3] == n || (arr[3] == arr[2] && arr[3] != n)));
j = 1;
@(j < 3);
@(arr[1] == arr[3]);
return;",,error,error,error,,timeout,error,error,,retcode_-11,True,False,False,False,False,False,,,,true,no_obvious_conflict_by_local_parser,local_parser,True,False,,,,
/home/zhangliwei/eppather/testcase/output_complete2/almost-prime.c,almost-prime.c,887.5278,14,"[TEST INPUT PATH EXPR]:
f[0]=0;
p=2;
@(f[0] < k);
@(n > 1);
f[0] = f[0] + 1;
@(f[0] == k);
return 0;",,2.60006,14,3,"[TEST INPUT PATH EXPR]:
int n;
int k;
int p;
int f[5];
f[0] = 0;p = 2;
@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(!(f[0] < k && p * p <= n));
@(n > 1);
f[0] = f[0] + 1;@(f[0] == k);
return 1;",,1.19104,14,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,14,,14,"[TEST INPUT PATH EXPR]:
int n;
int k;
int p;
int f[5];
f[0] = 0;p = 2;
@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(f[0] < k && p * p <= n);
p = p + 1;
@(0 == n % p);
n = n / p;f[0] = f[0] + 1;@(!(f[0] < k && p * p <= n));
@(n > 1);
f[0] = f[0] + 1;@(f[0] == k);
return 1;"
/home/zhangliwei/eppather/testcase/output_complete2/amb.c,amb.c,1299.9164,-1,[NO FEASIBLE PATH],,error,error,error,,retcode_-11,0.109937,-1,,,True,False,True,True,False,False,0,,,true,explicit_no_feasible_path_marker,local_parser,True,False,-1,,,
/home/zhangliwei/eppather/testcase/output_complete2/anagrams-deranged-anagrams.c,anagrams-deranged-anagrams.c,318.8757,-1,[NO FEASIBLE PATH],,error,error,error,,retcode_-11,0.109431,-1,,,True,False,True,True,False,False,0,,,true,explicit_no_feasible_path_marker,local_parser,True,False,-1,,,
/home/zhangliwei/eppather/testcase/output_complete2/arena-storage-pool-1.c,arena-storage-pool-1.c,39.5826,1,"[TEST INPUT PATH EXPR]:
@func();
x[0] = 0;
return;",,0.0477047,1,1,"[TEST INPUT PATH EXPR]:
int x[5];
void;
x[0] = 0;return;",,0.100594,1,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,1,,1,"[TEST INPUT PATH EXPR]:
int x[5];
void;
x[0] = 0;return;"
/home/zhangliwei/eppather/testcase/output_complete2/arena-storage-pool-7.c,arena-storage-pool-7.c,677.0880,1,"[TEST INPUT PATH EXPR]:
@(size==0);
addr[0]=0;",,error,error,error,,retcode_-11,0.554424,1,,,True,False,True,True,False,False,0,,,true,no_obvious_conflict_by_local_parser,local_parser,True,False,1,,,
/home/zhangliwei/eppather/testcase/output_complete2/arithmetic-complex-1.c,arithmetic-complex-1.c,125.9901,40,"[TEST INPUT PATH EXPR]:
@(true);
a[0] = 1;
a[1] = 1;
b[0] = 3;
b[1] = 1;
c[0] = a[0] + b[0];
c[1] = a[1] + b[1];
c[0] = a[0] * b[0] - a[1] * b[1];
c[1] = a[0] * b[1] + a[1] * b[0];
c[0] = a[0] / (a[0] * a[0] + a[1] * a[1]);
c[1] = -a[1] / (a[0] * a[0] + a[1] * a[1]);
c[0] = -a[0];
c[1] = -a[1];
c[0] = a[0];
c[1] = -a[1];
return;",,0.0805848,40,40,"[TEST INPUT PATH EXPR]:
int n1;
int n2;
int n3;
int n4;
int n5;
int n6;
int n7;
int n8;
int n9;
int n10;
int a[5];
int b[5];
int c[5];
a[0] = 1;a[1] = 1;b[0] = 3;b[1] = 1;c[0] = a[0] + b[0];c[1] = a[1] + b[1];c[0] = a[0] * b[0] - a[1] * b[1];c[1] = a[0] * b[1] + a[1] * b[0];c[0] = a[0] / (a[0] * a[0] + a[1] * a[1]);c[1] = -a[1] / (a[0] * a[0] + a[1] * a[1]);c[0] = -a[0];c[1] = -a[1];c[0] = a[0];c[1] = -a[1];return;",,1.21094,40,,,True,True,True,True,True,True,0,0,0,true,no_obvious_conflict_by_local_parser,local_parser,True,True,40,,40,"[TEST INPUT PATH EXPR]:
int n1;
int n2;
int n3;
int n4;
int n5;
int n6;
int n7;
int n8;
int n9;
int n10;
int a[5];
int b[5];
int c[5];
a[0] = 1;a[1] = 1;b[0] = 3;b[1] = 1;c[0] = a[0] + b[0];c[1] = a[1] + b[1];c[0] = a[0] * b[0] - a[1] * b[1];c[1] = a[0] * b[1] + a[1] * b[0];c[0] = a[0] / (a[0] * a[0] + a[1] * a[1]);c[1] = -a[1] / (a[0] * a[0] + a[1] * a[1]);c[0] = -a[0];c[1] = -a[1];c[0] = a[0];c[1] = -a[1];return;"
/home/zhangliwei/eppather/testcase/output_complete2/arithmetic-geometric-mean-1.c,arithmetic-geometric-mean-1.c,691.2979,148,"[TEST INPUT PATH EXPR]:
iota[0] = 1;
temp[0] = a[0] * g[0];
@(!(temp[0] < 0));
int i = 0;
@(i < 5);
temp[0] = a[0] - g[0];
@(temp[0] < 0);
temp[0] = -temp[0];
@(!(temp[0] <= iota[0]));
a1[0] = (a[0] + g[0]) / 2;
temp[0] = a[0] * g[0];
g1[0] = 0;
int j = 0;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(!(j < 5));
a[0] = a1[0];
g[0] = g1[0];
i = i + 1;
@(i < 5);
temp[0] = a[0] - g[0];
@(!(temp[0] < 0));
@(!(temp[0] <= iota[0]));
a1[0] = (a[0] + g[0]) / 2;
temp[0] = a[0] * g[0];
g1[0] = 0;
int j = 0;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(!(j < 5));
a[0] = a1[0];
g[0] = g1[0];
i = i + 1;
@(i < 5);
temp[0] = a[0] - g[0];
@(!(temp[0] < 0));
@(!(temp[0] <= iota[0]));
a1[0] = (a[0] + g[0]) / 2;
temp[0] = a[0] * g[0];
g1[0] = 0;
int j = 0;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(j < 5);
@(j * j <= temp[0]);
g1[0] = j;
j = j + 1;
@(!(j < 5));
a[0] = a1[0];
g[0] = g1[0];
i = i + 1;
@(!(i < 5));
return a[0];",,0.891441,14,5,"[TEST INPUT PATH EXPR]:
int a[5];
int g[5];
int iota[5];
int a1[5];
int g1[5];
int temp[5];
iota[0] = 1;temp[0] = a[0] * g[0];@(!(temp[0] < 0));
int i = 0;
@(i < 5);
i = i + 1;
temp[0] = a[0] - g[0];@(temp[0] < 0);
temp[0] = -temp[0];@(temp[0] <= iota[0]);
break;return a[0];",,error,error,,retcode_-11,True,True,False,False,False,False,,134,,true,no_obvious_conflict_by_local_parser,local_parser,True,False,,,14,"[TEST INPUT PATH EXPR]:
int a[5];
int g[5];
int iota[5];
int a1[5];
int g1[5];
int temp[5];
iota[0] = 1;temp[0] = a[0] * g[0];@(!(temp[0] < 0));
int i = 0;
@(i < 5);
i = i + 1;
temp[0] = a[0] - g[0];@(temp[0] < 0);
temp[0] = -temp[0];@(temp[0] <= iota[0]);
break;return a[0];"
