project,project_root,source,slice_mode,slice_file,entry,mode,epat_mode,returncode,timeout,seconds,summary_ok,has_function_summaries,has_program_summary,entry_seen,worst_mems,weighted_avg_mems,function_count,summary_case_count,call_edge_count,mems,dfs_time,dp_time,reason,notes,original_returncode,original_timeout,original_log,log,cmd
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__auto_compat.c,list_at,summary,pafi-rs,0,false,0.075003,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,4,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_at_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_at__auto_compat.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__auto_compat.c,list_destroy,summary,pafi-rs,0,false,0.053416,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_destroy_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_destroy__auto_compat.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_find__auto_compat.c,list_find,summary,pafi-rs,0,false,0.064963,true,true,true,true,2,1 (equal-weight; volce disabled),1,4,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_find_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_find__auto_compat.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,compat_entry,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpop__compat_entry.c,list_lpop,summary,pafi-rs,0,false,0.068669,true,true,true,true,0,0 (equal-weight; volce disabled),1,3,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_lpop_summary_compat_entry.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpop__compat_entry.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__type_erased.c,list_lpush,summary,pafi-rs,0,false,0.054573,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_lpush_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_lpush__type_erased.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_new__type_erased.c,list_new,summary,pafi-rs,0,false,0.050323,true,true,true,true,5,5 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_new_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_new__type_erased.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,semantic_stubbed,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_remove__semantic_stubbed.c,list_remove,summary,pafi-rs,0,false,0.046710,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_remove_summary_semantic_stubbed.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_remove__semantic_stubbed.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,compat_entry,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__compat_entry.c,list_rpop,summary,pafi-rs,0,false,0.075093,true,true,true,true,0,0 (equal-weight; volce disabled),1,3,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_rpop_summary_compat_entry.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpop__compat_entry.c
list,/workspace/scratch/a7cf60f43951/testcase/clib,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/list_list_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__type_erased.c,list_rpush,summary,pafi-rs,0,false,0.099154,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/list/list_list_list_flat_list_rpush_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/list/slices/list_list_flat__list_rpush__type_erased.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__hex_digit_to_int__closure.c,hex_digit_to_int,summary,pafi-rs,0,false,0.183095,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_hex_digit_to_int_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__hex_digit_to_int__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__is_hex_digit__closure.c,is_hex_digit,summary,pafi-rs,0,false,0.158732,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_is_hex_digit_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__is_hex_digit__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__closure.c,sdsAllocPtr,summary,pafi-rs,0,false,0.282352,true,true,true,true,0,0 (equal-weight; volce disabled),2,2,1,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsAllocPtr_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocPtr__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__closure.c,sdsAllocSize,summary,pafi-rs,0,false,0.344162,true,true,true,true,0,0 (equal-weight; volce disabled),4,4,2,,,,,external callee omitted=SDS_TYPE_5_LEN,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsAllocSize_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsAllocSize__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsHdrSize__closure.c,sdsHdrSize,summary,pafi-rs,0,false,0.159351,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsHdrSize_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsHdrSize__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsIncrLen__auto_compat.c,sdsIncrLen,summary,pafi-rs,0,false,0.087154,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,4,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsIncrLen_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsIncrLen__auto_compat.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsMakeRoomFor__auto_compat.c,sdsMakeRoomFor,summary,pafi-rs,0,false,0.085153,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,4,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsMakeRoomFor_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsMakeRoomFor__auto_compat.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsRemoveFreeSpace__auto_compat.c,sdsRemoveFreeSpace,summary,pafi-rs,0,false,0.056786,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsRemoveFreeSpace_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsRemoveFreeSpace__auto_compat.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsReqType__closure.c,sdsReqType,summary,pafi-rs,0,false,0.396597,true,true,true,true,0,0 (equal-weight; volce disabled),1,5,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsReqType_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsReqType__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,type_erased,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_free__type_erased.c,sds_free,summary,pafi-rs,0,false,0.055108,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sds_free_summary_type_erased.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_free__type_erased.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_malloc__closure.c,sds_malloc,summary,pafi-rs,0,false,0.180565,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,external callee omitted=malloc,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sds_malloc_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_malloc__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_realloc__closure.c,sds_realloc,summary,pafi-rs,0,false,0.178486,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,external callee omitted=realloc,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sds_realloc_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sds_realloc__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsalloc__closure.c,sdsalloc,summary,pafi-rs,0,false,0.204102,true,true,true,true,0,0 (equal-weight; volce disabled),2,2,0,,,,,external callee omitted=SDS_TYPE_5_LEN,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsalloc_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsalloc__closure.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,auto_compat,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsavail__auto_compat.c,sdsavail,summary,pafi-rs,0,false,0.087150,true,true,true,true,1,0.5 (equal-weight; volce disabled),1,2,0,,,,,,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdsavail_summary_auto_compat.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdsavail__auto_compat.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,entry_only,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdscat__entry_only.c,sdscat,summary,pafi-rs,0,false,0.321442,true,true,true,true,0,0 (equal-weight; volce disabled),1,1,0,,,,,external callee omitted=strlen | external callee omitted=sdscatlen,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdscat_summary_entry_only.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdscat__entry_only.c
sds,/workspace/scratch/a7cf60f43951/testcase/sds,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/sds_sds_flat.c,closure,/workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdscatfmt__closure.c,sdscatfmt,summary,pafi-rs,0,false,6.028388,true,true,true,true,0,0 (equal-weight; volce disabled),10,38,10,,,,,external callee omitted=va_start | external callee omitted=strlen | external callee omitted=free | external callee omitted=memcpy | external callee omitted=malloc | external callee omitted=realloc | external callee omitted=SDS_TYPE_5_LEN,,,,/workspace/scratch/a7cf60f43951/testcase/_eppather_runs/20260814_173835/sds/sds_sds_sds_flat_sdscatfmt_summary_closure.log,/workspace/scratch/a7cf60f43951/cnip-e2e -s --maxloop 2 --maxpaths 80 /workspace/scratch/a7cf60f43951/testcase/_eppather_preprocessed/sds/slices/sds_sds_flat__sdscatfmt__closure.c
